CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
15452,60.0,3,538.73,4,4,3,443,Others
15453,57.0,7,1388.37,4,5,4,454,Loyal Customers
15454,363.0,1,179.1,1,1,1,111,Lost
15456,341.0,3,447.22,1,4,2,142,At Risk
15457,263.0,1,237.07,1,1,1,111,Lost
15460,355.0,1,216.76,1,1,1,111,Lost
15462,144.0,3,234.6,2,4,1,241,Others
15463,60.0,1,126.14,4,1,1,411,Others
15464,223.0,1,1048.85,1,1,4,114,At Risk
15465,4.0,16,6419.08,5,5,5,555,Champions
15466,86.0,1,334.53,3,1,2,312,Others
15467,64.0,2,402.56,4,3,2,432,Others
15468,52.0,2,467.51,4,3,3,433,Others
15469,32.0,2,538.55,5,3,3,533,Recent Customers
15471,151.0,1,469.48,2,1,3,213,Others
15472,114.0,1,371.56,3,1,2,312,Others
15473,29.0,1,306.0,5,1,2,512,Recent Customers
15475,78.0,1,454.11,3,1,2,312,Others
15478,41.0,2,1441.42,5,3,4,534,Recent Customers
15480,117.0,1,905.5,3,1,4,314,Others
15482,46.0,8,4779.1,4,5,5,455,Loyal Customers
15483,267.0,4,233.81,1,4,1,141,At Risk
15484,57.0,3,2704.93,4,4,5,445,Big Spenders
15485,90.0,3,2575.0,3,4,5,345,Big Spenders
15488,123.0,1,91.32,2,2,1,221,Others
15489,5.0,2,790.9,5,3,3,533,Recent Customers
15491,101.0,6,3100.09,3,5,5,355,Loyal Customers
15492,29.0,2,659.46,5,3,3,533,Recent Customers
15493,150.0,5,2001.8,2,4,5,245,Big Spenders
15494,63.0,1,1127.38,4,2,4,424,Others
15497,320.0,1,970.6,1,2,4,124,At Risk
15498,5.0,26,12653.74,5,5,5,555,Champions
15500,82.0,2,672.28,3,3,3,333,Others
15502,31.0,8,6276.03,5,5,5,555,Champions
15503,363.0,1,147.09,1,2,1,121,At Risk
15504,82.0,1,52.83,3,2,1,321,Others
15505,53.0,5,3610.96,4,4,5,445,Big Spenders
15506,46.0,2,514.41,4,3,3,433,Others
15507,172.0,1,492.36,2,2,3,223,Others
15508,226.0,6,1000.27,1,5,4,154,Loyal Customers
15510,331.0,1,250.0,1,2,2,122,At Risk
15511,51.0,4,744.3,4,4,3,443,Others
15512,156.0,2,121.0,2,3,1,231,Others
15513,5.0,19,14758.22,5,5,5,555,Champions
15514,182.0,8,3147.03,2,5,5,255,Loyal Customers
15516,45.0,3,62.43,4,4,1,441,Others
15517,234.0,1,267.03,1,2,2,122,At Risk
15518,39.0,7,1624.76,5,5,4,554,Recent Customers
15520,120.0,1,343.5,3,2,2,322,Others
15521,35.0,8,3000.2,5,5,5,555,Champions
15522,88.0,2,398.84,3,3,2,332,Others
15523,85.0,1,412.01,3,2,2,322,Others
15525,151.0,2,628.62,2,3,3,233,Others
15526,182.0,2,148.44,2,3,1,231,Others
15527,31.0,7,2249.44,5,5,5,555,Champions
15528,255.0,1,229.33,1,2,1,121,At Risk
15529,88.0,9,3216.12,3,5,5,355,Loyal Customers
15530,150.0,3,1168.73,2,4,4,244,Others
15531,90.0,2,2007.44,3,3,5,335,Big Spenders
15532,132.0,3,1225.79,2,4,4,244,Others
15533,31.0,2,554.74,5,3,3,533,Recent Customers
15535,174.0,4,536.4,2,4,3,243,Others
15537,164.0,1,110.92,2,2,1,221,Others
15539,301.0,1,538.46,1,2,3,123,At Risk
15541,115.0,1,85.13,3,2,1,321,Others
15543,289.0,1,127.86,1,2,1,121,At Risk
15544,2.0,8,3218.39,5,5,5,555,Champions
15545,55.0,2,292.72,4,3,2,432,Others
15547,31.0,13,4484.95,5,5,5,555,Champions
15549,78.0,3,1693.26,3,4,4,344,Others
15550,38.0,4,575.63,5,4,3,543,Recent Customers
15551,274.0,1,436.06,1,2,2,122,At Risk
15552,188.0,1,90.12,2,2,1,221,Others
15554,160.0,1,217.2,2,2,1,221,Others
15555,79.0,13,3905.68,3,5,5,355,Loyal Customers
15557,29.0,1,473.65,5,2,3,523,Recent Customers
15561,127.0,3,449.67,2,4,2,242,Others
15562,352.0,1,134.55,1,2,1,121,At Risk
15563,201.0,2,735.62,2,3,3,233,Others
15565,51.0,2,173.16,4,3,1,431,Others
15568,45.0,3,758.29,4,4,3,443,Others
15569,39.0,5,1375.71,5,4,4,544,Recent Customers
15570,69.0,11,3820.9,4,5,5,455,Loyal Customers
15571,79.0,2,398.78,3,3,2,332,Others
15572,110.0,5,1750.27,3,4,4,344,Others
15573,86.0,2,607.45,3,3,3,333,Others
15574,178.0,4,702.25,2,4,3,243,Others
15576,302.0,1,940.67,1,2,4,124,At Risk
15577,33.0,3,258.88,5,4,2,542,Recent Customers
15578,163.0,1,127.1,2,2,1,221,Others
15579,314.0,1,199.6,1,2,1,121,At Risk
15581,32.0,13,3679.97,5,5,5,555,Champions
15582,101.0,2,541.51,3,3,3,333,Others
15584,48.0,3,581.05,4,4,3,443,Others
15585,177.0,1,455.3,2,2,2,222,Others
15587,31.0,4,913.68,5,4,4,544,Recent Customers
15589,256.0,3,478.53,1,4,3,143,At Risk
15592,47.0,1,388.58,4,2,2,422,Others
15593,71.0,1,199.8,4,2,1,421,Others
15594,82.0,4,1688.98,3,4,4,344,Others
15596,96.0,5,1406.59,3,4,4,344,Others
15597,243.0,1,324.57,1,2,2,122,At Risk
15598,54.0,1,240.68,4,2,2,422,Others
15599,205.0,1,448.83,2,2,2,222,Others
15601,31.0,13,6598.16,5,5,5,555,Champions
15602,29.0,8,1251.07,5,5,4,554,Recent Customers
15603,79.0,1,48.48,3,2,1,321,Others
15604,53.0,1,216.39,4,2,1,421,Others
15605,31.0,5,1198.23,5,4,4,544,Recent Customers
15606,2.0,8,2439.38,5,5,5,555,Champions
15607,162.0,1,104.76,2,2,1,221,Others
15608,29.0,2,408.08,5,3,2,532,Recent Customers
15609,126.0,1,298.48,2,2,2,222,Others
15610,52.0,1,112.46,4,2,1,421,Others
15611,43.0,11,1340.34,5,5,4,554,Recent Customers
15612,274.0,1,125.5,1,2,1,121,At Risk
15615,35.0,21,8536.24,5,5,5,555,Champions
15618,123.0,4,776.85,2,4,3,243,Others
15620,57.0,3,1553.18,4,4,4,444,Others
15621,212.0,2,248.07,2,3,2,232,Others
15622,44.0,9,3709.56,4,5,5,455,Loyal Customers
15623,142.0,1,301.03,2,2,2,222,Others
15624,117.0,4,588.13,3,4,3,343,Others
15625,104.0,4,1534.26,3,4,4,344,Others
15626,75.0,2,675.8,3,3,3,333,Others
15628,47.0,7,2149.85,4,5,5,455,Loyal Customers
15630,46.0,2,1186.35,4,3,4,434,Others
15632,63.0,6,2351.84,4,5,5,455,Loyal Customers
15636,31.0,2,724.76,5,3,3,533,Recent Customers
15637,53.0,1,223.36,4,2,1,421,Others
15639,135.0,1,425.32,2,2,2,222,Others
15640,39.0,14,11628.8,5,5,5,555,Champions
15641,106.0,4,1887.2,3,4,4,344,Others
15643,310.0,3,664.0,1,4,3,143,At Risk
15644,167.0,4,813.0,2,4,3,243,Others
15646,159.0,3,447.64,2,4,2,242,Others
15648,205.0,2,657.35,2,3,3,233,Others
15649,162.0,2,816.0,2,3,3,233,Others
15651,261.0,3,646.3,1,4,3,143,At Risk
15652,92.0,1,337.74,3,2,2,322,Others
15653,116.0,2,877.44,3,3,3,333,Others
15655,67.0,1,560.67,4,2,3,423,Others
15656,46.0,4,748.5,4,4,3,443,Others
15658,198.0,5,1024.1,2,4,4,244,Others
15659,44.0,1,306.45,4,2,2,422,Others
15660,86.0,7,1256.5,3,5,4,354,Loyal Customers
15661,223.0,2,309.8,1,3,2,132,At Risk
15663,107.0,1,138.14,3,2,1,321,Others
15664,51.0,1,386.43,4,2,2,422,Others
15665,67.0,2,2242.01,4,3,5,435,Big Spenders
15667,40.0,1,301.32,5,2,2,522,Recent Customers
15668,188.0,1,76.32,2,2,1,221,Others
15669,41.0,4,684.34,5,4,3,543,Recent Customers
15670,297.0,1,173.05,1,2,1,121,At Risk
15671,36.0,5,1972.89,5,4,5,545,Recent Customers
15673,1.0,4,2881.02,5,4,5,545,Recent Customers
15674,66.0,5,2446.6,4,4,5,445,Big Spenders
15675,82.0,3,323.69,3,4,2,342,Others
15676,243.0,2,3267.84,1,3,5,135,Big Spenders
15677,50.0,1,657.23,4,2,3,423,Others
15678,53.0,1,352.7,4,2,2,422,Others
15679,65.0,3,734.66,4,4,3,443,Others
15680,41.0,2,1021.71,5,3,4,534,Recent Customers
15681,29.0,4,1183.02,5,4,4,544,Recent Customers
15683,118.0,1,193.75,3,2,1,321,Others
15687,187.0,6,1931.04,2,5,5,255,Loyal Customers
15689,2.0,2,254.1,5,3,2,532,Recent Customers
15690,101.0,2,239.76,3,3,2,332,Others
15691,340.0,1,136.8,1,2,1,121,At Risk
15692,29.0,1,191.04,5,2,1,521,Recent Customers
15694,60.0,12,4777.64,4,5,5,455,Loyal Customers
15695,267.0,2,409.98,1,3,2,132,At Risk
15696,80.0,8,2736.46,3,5,5,355,Loyal Customers
15700,173.0,2,696.68,2,3,3,233,Others
15701,74.0,3,1287.01,3,4,4,344,Others
15703,265.0,1,211.5,1,2,1,121,At Risk
15704,127.0,4,2293.62,2,4,5,245,Big Spenders
15705,202.0,1,143.1,2,2,1,221,Others
15706,76.0,2,878.76,3,3,3,333,Others
15707,44.0,3,757.36,4,4,3,443,Others
15708,41.0,7,3364.24,5,5,5,555,Champions
15709,341.0,1,133.25,1,2,1,121,At Risk
15712,72.0,4,865.91,3,4,3,343,Others
15713,144.0,2,356.7,2,3,2,232,Others
15714,78.0,1,132.48,3,2,1,321,Others
15716,146.0,4,1118.81,2,4,4,244,Others
15717,235.0,1,150.3,1,2,1,121,At Risk
15719,152.0,12,4685.5,2,5,5,255,Loyal Customers
15722,109.0,5,2222.56,3,4,5,345,Big Spenders
15723,424.0,1,203.1,1,2,1,121,At Risk
15724,202.0,2,218.25,2,3,1,231,Others
15727,9.0,6,4609.29,5,5,5,555,Champions
15729,35.0,1,85.0,5,2,1,521,Recent Customers
15730,123.0,2,777.22,2,3,3,233,Others
15732,35.0,2,294.12,5,3,2,532,Recent Customers
15733,310.0,1,162.3,1,2,1,121,At Risk
15734,115.0,2,1339.45,3,3,4,334,Others
15737,36.0,6,1081.51,5,5,4,554,Recent Customers
15738,44.0,14,4189.0,4,5,5,455,Loyal Customers
15740,50.0,1,154.88,4,2,1,421,Others
15743,114.0,3,571.61,3,4,3,343,Others
15744,78.0,1,34.8,3,2,1,321,Others
15745,74.0,3,917.28,3,4,4,344,Others
15746,135.0,1,196.88,2,2,1,221,Others
15747,32.0,2,549.47,5,3,3,533,Recent Customers
15748,41.0,1,149.31,5,2,1,521,Recent Customers
15749,39.0,3,44534.3,5,4,5,545,Recent Customers
15750,73.0,7,2278.34,3,5,5,355,Loyal Customers
15752,40.0,7,2637.38,5,5,5,555,Champions
15753,130.0,1,79.2,2,2,1,221,Others
15754,52.0,3,458.57,4,4,3,443,Others
15755,1.0,5,2076.74,5,4,5,545,Recent Customers
15756,64.0,3,364.84,4,4,2,442,Others
15757,188.0,1,261.36,2,2,2,222,Others
15759,219.0,3,253.04,1,4,2,142,At Risk
15762,78.0,1,315.31,3,2,2,322,Others
15763,78.0,2,1086.92,3,3,4,334,Others
15764,1.0,6,3279.97,5,5,5,555,Champions
15768,116.0,3,621.83,3,4,3,343,Others
15769,41.0,24,51001.72,5,5,5,555,Champions
15773,242.0,1,635.68,1,2,3,123,At Risk
15775,128.0,1,104.9,2,2,1,221,Others
15776,134.0,1,241.62,2,2,2,222,Others
15777,6.0,4,1047.11,5,4,4,544,Recent Customers
15780,36.0,3,475.28,5,4,3,543,Recent Customers
15781,138.0,2,211.3,2,3,1,231,Others
15782,31.0,2,2164.34,5,3,5,535,Recent Customers
15785,152.0,5,2328.97,2,4,5,245,Big Spenders
15786,47.0,3,4932.2,4,4,5,445,Big Spenders
15789,359.0,1,351.3,1,2,2,122,At Risk
15791,44.0,2,1612.69,4,3,4,434,Others
15793,40.0,2,612.0,5,3,3,533,Recent Customers
15795,150.0,1,610.01,2,2,3,223,Others
15796,69.0,7,2335.36,4,5,5,455,Loyal Customers
15797,96.0,4,2207.4,3,4,5,345,Big Spenders
15799,76.0,3,884.14,3,4,3,343,Others
15800,108.0,2,699.08,3,3,3,333,Others
15801,47.0,2,193.97,4,3,1,431,Others
15802,143.0,1,451.42,2,2,2,222,Others
15803,52.0,1,415.82,4,2,2,422,Others
15804,79.0,10,3641.78,3,5,5,355,Loyal Customers
15805,46.0,15,4887.83,4,5,5,455,Loyal Customers
15806,47.0,3,784.58,4,4,3,443,Others
15807,51.0,3,903.9,4,4,4,444,Others
15808,191.0,4,3734.97,2,4,5,245,Big Spenders
15809,69.0,5,515.77,4,4,3,443,Others
15810,79.0,4,1391.98,3,4,4,344,Others
15811,106.0,5,1773.8,3,4,4,344,Others
15812,33.0,5,1801.14,5,4,4,544,Recent Customers
15813,208.0,2,1303.91,2,3,4,234,Others
15814,51.0,3,1577.19,4,4,4,444,Others
15815,35.0,4,1874.7,5,4,4,544,Recent Customers
15819,50.0,4,1905.45,4,4,5,445,Big Spenders
15820,320.0,1,206.98,1,2,1,121,At Risk
15821,45.0,1,316.78,4,2,2,422,Others
15822,181.0,2,885.47,2,3,3,233,Others
15823,666.0,1,15.0,1,2,1,121,At Risk
15825,173.0,1,532.94,2,2,3,223,Others
15826,57.0,3,1654.31,4,4,4,444,Others
15827,74.0,14,1836.09,3,5,4,354,Loyal Customers
15829,141.0,2,636.14,2,3,3,233,Others
15830,302.0,1,576.0,1,2,3,123,At Risk
15831,155.0,2,451.11,2,3,2,232,Others
15832,255.0,1,836.79,1,2,3,123,At Risk
15834,71.0,4,2233.75,4,4,5,445,Big Spenders
15835,45.0,4,954.09,4,4,4,444,Others
15836,51.0,1,137.37,4,2,1,421,Others
15838,63.0,13,17340.62,4,5,5,455,Loyal Customers
15839,81.0,3,1048.49,3,4,4,344,Others
15840,173.0,1,241.74,2,2,2,222,Others
15841,73.0,4,1224.06,3,4,4,344,Others
15843,99.0,1,118.95,3,2,1,321,Others
15844,47.0,1,130.74,4,2,1,421,Others
15845,87.0,7,3410.48,3,5,5,355,Loyal Customers
15847,289.0,2,389.27,1,3,2,132,At Risk
15850,169.0,1,118.88,2,2,1,221,Others
15852,187.0,2,160.71,2,3,1,231,Others
15853,52.0,1,110.8,4,2,1,421,Others
15854,87.0,12,2974.65,3,5,5,355,Loyal Customers
15855,95.0,5,712.24,3,4,3,343,Others
15856,33.0,26,15883.93,5,5,5,555,Champions
15858,78.0,3,970.12,3,4,4,344,Others
15860,41.0,8,977.21,5,5,4,554,Recent Customers
15861,46.0,4,1693.74,4,4,4,444,Others
15862,113.0,4,832.88,3,4,3,343,Others
15863,193.0,1,9.2,2,2,1,221,Others
15864,178.0,3,957.86,2,4,4,244,Others
15865,1.0,3,895.13,5,4,4,544,Recent Customers
15866,102.0,1,230.53,3,2,1,321,Others
15867,36.0,14,3593.2,5,5,5,555,Champions
15869,160.0,2,149.64,2,3,1,231,Others
15870,152.0,1,354.09,2,2,2,222,Others
15874,128.0,6,2207.75,2,5,5,255,Loyal Customers
15877,120.0,1,251.02,3,2,2,322,Others
15880,577.0,1,343.28,1,2,2,122,At Risk
15881,313.0,5,501.39,1,4,3,143,At Risk
15882,199.0,4,516.36,2,4,3,243,Others
15883,151.0,2,396.48,2,3,2,232,Others
15885,123.0,3,379.35,2,4,2,242,Others
15888,81.0,1,168.31,3,2,1,321,Others
15889,186.0,2,446.87,2,3,2,232,Others
15891,227.0,1,524.52,1,2,3,123,At Risk
15894,254.0,2,263.55,1,3,2,132,At Risk
15895,150.0,1,179.17,2,2,1,221,Others
15897,195.0,2,222.05,2,3,1,231,Others
15898,120.0,5,1388.88,3,4,4,344,Others
15899,546.0,1,56.25,1,2,1,121,At Risk
15901,78.0,2,233.35,3,3,1,331,Others
15903,29.0,5,3925.56,5,4,5,545,Recent Customers
15904,332.0,1,164.68,1,2,1,121,At Risk
15906,145.0,4,797.71,2,4,3,243,Others
15907,177.0,3,967.45,2,4,4,244,Others
15909,174.0,1,191.94,2,2,1,221,Others
15910,89.0,6,796.71,3,5,3,353,Loyal Customers
15912,179.0,2,264.62,2,3,2,232,Others
15916,78.0,7,1339.71,3,5,4,354,Loyal Customers
15917,189.0,1,123.1,2,2,1,221,Others
15918,272.0,2,334.23,1,3,2,132,At Risk
15919,546.0,1,270.72,1,2,2,122,At Risk
15920,125.0,4,167.5,2,4,1,241,Others
15921,173.0,1,336.03,2,2,2,222,Others
15922,697.0,1,369.5,1,2,2,122,At Risk
15923,666.0,1,127.08,1,2,1,121,At Risk
15925,195.0,1,207.15,2,2,1,221,Others
15932,1.0,8,2495.87,5,5,5,555,Champions
15933,72.0,2,728.27,3,3,3,333,Others
15935,6.0,2,416.86,5,3,2,532,Recent Customers
15938,113.0,5,404.58,3,4,2,342,Others
15939,4.0,15,6115.01,5,5,5,555,Champions
15940,342.0,1,35.8,1,2,1,121,At Risk
15942,134.0,1,337.44,2,2,2,222,Others
15944,129.0,1,325.1,2,2,2,222,Others
15945,454.0,1,181.0,1,2,1,121,At Risk
15947,83.0,1,1708.24,3,2,4,324,Others
15948,44.0,2,955.24,4,3,4,434,Others
15949,72.0,1,237.04,3,2,1,321,Others
15950,79.0,4,1765.51,3,4,4,344,Others
15951,286.0,2,708.22,1,3,3,133,At Risk
15952,182.0,3,552.97,2,4,3,243,Others
15953,5.0,5,987.95,5,4,4,544,Recent Customers
15955,32.0,11,3382.45,5,5,5,555,Champions
15957,121.0,1,428.89,2,2,2,222,Others
15958,75.0,1,104.35,3,2,1,321,Others
15963,46.0,1,280.04,4,2,2,422,Others
15965,29.0,3,695.09,5,4,3,543,Recent Customers
15967,319.0,1,173.8,1,2,1,121,At Risk
15969,50.0,3,666.1,4,4,3,443,Others
15970,99.0,1,314.1,3,2,2,322,Others
15971,1.0,10,3735.75,5,5,5,555,Champions
15973,485.0,1,307.82,1,2,2,122,At Risk
15974,5.0,7,3442.15,5,5,5,555,Champions
15975,85.0,1,371.01,3,2,2,322,Others
15976,166.0,2,430.94,2,3,2,232,Others
15977,40.0,1,355.63,5,2,2,522,Recent Customers
15978,78.0,1,1098.78,3,2,4,324,Others
15980,1.0,3,2398.86,5,4,5,545,Recent Customers
15981,6.0,7,2849.88,5,5,5,555,Champions
15983,361.0,3,1148.27,1,4,4,144,At Risk
15984,72.0,10,2837.67,3,5,5,355,Loyal Customers
15985,124.0,2,1142.42,2,3,4,234,Others
15986,90.0,1,168.12,3,2,1,321,Others
15987,32.0,6,1206.42,5,5,4,554,Recent Customers
15990,45.0,2,792.11,4,3,3,433,Others
15992,181.0,1,41.99,2,2,1,221,Others
15993,45.0,5,1960.8,4,4,5,445,Big Spenders
15994,55.0,1,427.07,4,2,2,422,Others
15996,1.0,6,1060.68,5,5,4,554,Recent Customers
15998,88.0,5,3089.97,3,4,5,345,Big Spenders
16000,151.0,3,12393.7,2,4,5,245,Big Spenders
16003,60.0,5,2735.37,4,4,5,445,Big Spenders
16005,65.0,2,298.08,4,3,2,432,Others
16006,5.0,1,101.4,5,2,1,521,Recent Customers
16007,4.0,3,950.2,5,4,4,544,Recent Customers
16008,76.0,2,330.71,3,3,2,332,Others
16009,44.0,3,933.71,4,4,4,444,Others
16010,128.0,3,407.5,2,4,2,242,Others
16011,2.0,16,3362.71,5,5,5,555,Champions
16012,156.0,3,1415.29,2,4,4,244,Others
16013,2.0,42,31917.02,5,5,5,555,Champions
16014,64.0,3,662.38,4,4,3,443,Others
16015,50.0,2,503.87,4,3,3,433,Others
16016,80.0,7,1354.28,3,5,4,354,Loyal Customers
16017,48.0,1,211.88,4,2,1,421,Others
16018,4.0,2,408.9,5,3,2,532,Recent Customers
16019,47.0,9,3786.24,4,5,5,455,Loyal Customers
16022,261.0,1,628.28,1,2,3,123,At Risk
16023,47.0,3,719.81,4,4,3,443,Others
16025,60.0,1,439.66,4,2,2,422,Others
16026,44.0,1,236.09,4,2,1,421,Others
16027,69.0,6,934.62,4,5,4,454,Loyal Customers
16029,35.0,56,56623.64,5,5,5,555,Champions
16030,283.0,1,331.24,1,2,2,122,At Risk
16031,123.0,2,548.94,2,3,3,233,Others
16033,5.0,19,8448.02,5,5,5,555,Champions
16034,39.0,3,437.7,5,4,2,542,Recent Customers
16036,88.0,2,758.92,3,3,3,333,Others
16037,130.0,3,855.02,2,4,3,243,Others
16038,178.0,3,471.78,2,4,3,243,Others
16040,149.0,2,876.18,2,3,3,233,Others
16041,90.0,3,3166.4,3,4,5,345,Big Spenders
16042,39.0,4,892.8,5,4,4,544,Recent Customers
16043,5.0,4,773.99,5,4,3,543,Recent Customers
16045,2.0,4,1340.7,5,4,4,544,Recent Customers
16048,697.0,2,256.44,1,3,2,132,At Risk
16049,41.0,3,1111.79,5,4,4,544,Recent Customers
16050,174.0,1,137.9,2,2,1,221,Others
16052,55.0,1,362.06,4,2,2,422,Others
16053,93.0,2,1511.95,3,3,4,334,Others
16054,146.0,1,783.9,2,2,3,223,Others
16055,280.0,1,134.8,1,2,1,121,At Risk
16056,46.0,1,664.85,4,2,3,423,Others
16057,5.0,6,1544.23,5,5,4,554,Recent Customers
16059,72.0,5,1354.56,3,4,4,344,Others
16062,6.0,3,778.14,5,4,3,543,Recent Customers
16063,261.0,1,335.32,1,2,2,122,At Risk
16065,454.0,1,372.09,1,2,2,122,At Risk
16066,48.0,3,883.93,4,4,3,443,Others
16070,152.0,1,686.85,2,2,3,223,Others
16071,45.0,1,326.24,4,2,2,422,Others
16072,289.0,1,584.32,1,2,3,123,At Risk
16073,298.0,1,122.4,1,2,1,121,At Risk
16076,32.0,8,1744.29,5,5,4,554,Recent Customers
16078,341.0,1,79.2,1,2,1,121,At Risk
16079,41.0,1,508.22,5,2,3,523,Recent Customers
16080,68.0,2,217.16,4,3,1,431,Others
16081,57.0,5,2806.9,4,4,5,445,Big Spenders
16083,101.0,2,1317.62,3,3,4,334,Others
16084,300.0,1,436.18,1,2,2,122,At Risk
16085,80.0,3,619.65,3,4,3,343,Others
16086,201.0,4,899.7,2,4,4,244,Others
16091,125.0,2,315.06,2,3,2,232,Others
16092,115.0,3,817.86,3,4,3,343,Others
16093,107.0,1,17.0,3,2,1,321,Others
16094,60.0,3,761.3,4,4,3,443,Others
16096,265.0,1,320.62,1,2,2,122,At Risk
16097,241.0,1,185.05,1,2,1,121,At Risk
16098,88.0,7,2005.63,3,5,5,355,Loyal Customers
16099,51.0,3,731.9,4,4,3,443,Others
16101,71.0,1,1290.7,4,2,4,424,Others
16102,43.0,3,1842.14,5,4,4,544,Recent Customers
16103,80.0,6,1429.64,3,5,4,354,Loyal Customers
16105,220.0,1,336.96,1,2,2,122,At Risk
16107,29.0,6,2811.76,5,5,5,555,Champions
16108,85.0,1,842.5,3,2,3,323,Others
16109,219.0,2,611.88,1,3,3,133,At Risk
16110,46.0,3,1337.48,4,4,4,444,Others
16112,70.0,4,195.74,4,4,1,441,Others
16113,95.0,1,161.38,3,2,1,321,Others
16114,171.0,1,135.75,2,2,1,221,Others
16115,4.0,7,1518.96,5,5,4,554,Recent Customers
16116,5.0,1,612.78,5,2,3,523,Recent Customers
16117,279.0,1,232.21,1,2,1,121,At Risk
16119,73.0,2,423.36,3,3,2,332,Others
16121,58.0,2,867.11,4,3,3,433,Others
16122,39.0,4,684.42,5,4,3,543,Recent Customers
16123,52.0,1,307.78,4,2,2,422,Others
16124,318.0,1,249.0,1,2,2,122,At Risk
16125,516.0,1,289.35,1,2,2,122,At Risk
16126,60.0,4,6287.77,4,4,5,445,Big Spenders
16127,40.0,1,656.25,5,2,3,523,Recent Customers
16128,78.0,4,1690.58,3,4,4,344,Others
16131,52.0,6,3506.54,4,5,5,455,Loyal Customers
16133,29.0,31,13985.14,5,5,5,555,Champions
16134,360.0,1,283.53,1,2,2,122,At Risk
16135,263.0,1,517.55,1,2,3,123,At Risk
16136,78.0,2,302.64,3,3,2,332,Others
16139,113.0,2,306.37,3,3,2,332,Others
16140,638.0,1,124.14,1,2,1,121,At Risk
16141,1.0,1,620.4,5,2,3,523,Recent Customers
16142,250.0,1,535.34,1,2,3,123,At Risk
16143,35.0,6,2424.94,5,5,5,555,Champions
16144,159.0,1,175.2,2,2,1,221,Others
16145,3.0,11,3799.49,5,5,5,555,Champions
16146,204.0,3,734.13,2,4,3,243,Others
16147,134.0,1,375.0,2,2,2,222,Others
16148,297.0,1,76.32,1,2,1,121,At Risk
16149,143.0,2,280.52,2,3,2,232,Others
16150,1.0,5,2053.02,5,5,5,555,Champions
16152,269.0,1,1829.04,1,2,4,124,At Risk
16153,50.0,5,1824.23,4,5,4,454,Loyal Customers
16156,33.0,8,2726.04,5,5,5,555,Champions
16157,73.0,1,168.32,3,2,1,321,Others
16159,282.0,1,348.2,1,2,2,122,At Risk
16160,86.0,1,801.94,3,2,3,323,Others
16161,69.0,15,4220.14,4,5,5,455,Loyal Customers
16162,340.0,1,37.4,1,2,1,121,At Risk
16163,233.0,2,856.6,1,3,3,133,At Risk
16164,43.0,1,245.36,5,2,2,522,Recent Customers
16168,3.0,23,3536.84,5,5,5,555,Champions
16169,40.0,4,1822.97,5,4,4,544,Recent Customers
16170,51.0,6,1885.05,4,5,4,454,Loyal Customers
16172,6.0,5,1140.21,5,5,4,554,Recent Customers
16173,45.0,5,1119.47,4,5,4,454,Loyal Customers
16174,33.0,3,1009.55,5,4,4,544,Recent Customers
16175,170.0,4,1037.59,2,4,4,244,Others
16177,51.0,1,331.95,4,2,2,422,Others
16178,139.0,1,197.9,2,2,1,221,Others
16180,101.0,8,10254.18,3,5,5,355,Loyal Customers
16181,74.0,1,305.54,3,2,2,322,Others
16182,73.0,4,6617.65,3,4,5,345,Big Spenders
16184,5.0,5,985.8,5,5,4,554,Recent Customers
16185,233.0,1,335.0,1,2,2,122,At Risk
16186,5.0,10,2927.93,5,5,5,555,Champions
16187,52.0,15,6911.44,4,5,5,455,Loyal Customers
16188,36.0,4,981.86,5,4,4,544,Recent Customers
16189,86.0,1,144.48,3,2,1,321,Others
16190,41.0,1,215.08,5,2,1,521,Recent Customers
16191,38.0,11,4326.92,5,5,5,555,Champions
16193,237.0,1,314.45,1,2,2,122,At Risk
16198,76.0,1,400.68,3,2,2,322,Others
16200,165.0,2,1080.62,2,3,4,234,Others
16201,46.0,3,1292.23,4,4,4,444,Others
16202,361.0,1,365.27,1,2,2,122,At Risk
16203,148.0,3,378.3,2,4,2,242,Others
16205,90.0,3,438.23,3,4,2,342,Others
16206,55.0,4,537.06,4,4,3,443,Others
16208,45.0,2,664.26,4,3,3,433,Others
16209,1.0,5,2262.62,5,5,5,555,Champions
16210,66.0,15,17859.62,4,5,5,455,Loyal Customers
16211,1.0,1,547.02,5,2,3,523,Recent Customers
16212,341.0,1,498.15,1,2,3,123,At Risk
16213,79.0,1,159.0,3,2,1,321,Others
16214,171.0,3,1062.75,2,4,4,244,Others
16215,81.0,1,242.35,3,2,2,322,Others
16216,268.0,1,914.93,1,2,4,124,At Risk
16217,236.0,2,304.25,1,3,2,132,At Risk
16218,60.0,7,3084.68,4,5,5,455,Loyal Customers
16221,98.0,3,864.86,3,4,3,343,Others
16222,319.0,1,846.72,1,2,3,123,At Risk
16224,58.0,4,1295.3,4,4,4,444,Others
16225,45.0,5,1096.32,4,5,4,454,Loyal Customers
16226,204.0,3,255.12,2,4,2,242,Others
16227,226.0,1,314.22,1,2,2,122,At Risk
16229,35.0,2,1010.6,5,3,4,534,Recent Customers
16230,279.0,2,542.03,1,3,3,133,At Risk
16232,44.0,4,990.88,4,4,4,444,Others
16233,72.0,3,536.68,3,4,3,343,Others
16235,39.0,5,867.31,5,5,3,553,Recent Customers
16236,79.0,1,432.2,3,2,2,322,Others
